x,y,z
122.4796,81.8723,0.8000
123.7053,82.5648,0.8000
126.3690,83.3659,0.8000
128.7787,83.3917,0.8000
129.6796,83.1675,0.8000
130.6663,82.6467,0.8000
131.7474,80.8591,0.8000
131.7474,80.8591,0.8000
131.7474,80.8591,1.8000
131.7474,80.8591,1.8000
124.8312,84.4874,1.8000
124.8312,84.4874,0.8000
125.4351,85.4549,0.8000
125.8734,85.9516,0.8000
126.4924,86.5002,0.8000
127.0614,86.9018,0.8000
128.4348,87.6227,0.8000
130.1818,88.2275,0.8000
132.6879,88.7367,0.8000
135.4024,88.9887,0.8000
138.1408,89.0286,0.8000
143.4531,88.6643,0.8000
144.5177,88.5330,0.8000
147.8929,87.9923,0.8000
147.8929,87.9923,0.8000
147.8929,87.9923,1.8000
147.8929,87.9923,1.8000
148.0461,88.0894,1.8000
148.0461,88.0894,0.8000
144.3560,88.4175,0.8000
143.2789,88.5493,0.8000
138.1520,89.0806,0.8000
135.5496,89.1226,0.8000
132.9090,88.8627,0.8000
130.3356,88.1844,0.8000
128.8922,87.5581,0.8000
128.8922,87.5581,0.8000
128.8922,87.5581,1.8000
128.8922,87.5581,1.8000
140.8580,82.9460,1.8000
140.8580,82.9460,0.8000
141.9602,81.7054,0.8000
142.4453,80.8024,0.8000
143.8676,80.6879,0.8000
146.2812,81.3043,0.8000
149.3007,82.2535,0.8000
151.4239,82.7517,0.8000
155.3430,82.9134,0.8000
155.3430,82.9134,0.8000
155.3430,82.9134,1.8000
155.3430,82.9134,1.8000
155.3391,82.9165,1.8000
155.3391,82.9165,0.8000
151.4259,82.7869,0.8000
149.3502,82.1096,0.8000
145.4549,81.4429,0.8000
143.4129,80.6979,0.8000
142.5153,81.3631,0.8000
141.7668,82.1716,0.8000
140.6719,82.7664,0.8000
139.8489,82.6078,0.8000
140.0442,81.2633,0.8000
140.0442,81.2633,0.8000
140.0442,81.2633,1.8000
140.0442,81.2633,1.8000
139.6047,101.7347,1.8000
139.6047,101.7347,0.8000
140.4957,103.0052,0.8000
141.0461,103.9638,0.8000
142.2143,105.3645,0.8000
143.4274,106.3930,0.8000
149.9614,111.4503,0.8000
150.7699,112.4578,0.8000
151.3890,113.8653,0.8000
151.4187,114.8418,0.8000
150.8497,116.3281,0.8000
149.8274,117.8485,0.8000
148.8183,119.2413,0.8000
148.1319,120.3821,0.8000
147.4884,122.3525,0.8000
147.1537,124.7018,0.8000
147.0105,125.4941,0.8000
146.7188,126.5110,0.8000
146.7188,126.5110,0.8000
146.7188,126.5110,1.8000
146.7188,126.5110,1.8000
148.5562,119.8776,1.8000
148.5562,119.8776,0.8000
150.0835,118.4381,0.8000
151.0920,116.8673,0.8000
151.4701,115.3243,0.8000
151.3223,113.8832,0.8000
150.4762,112.0063,0.8000
149.2453,110.4134,0.8000
144.3639,106.2607,0.8000
141.6454,104.3182,0.8000
140.6158,103.5617,0.8000
140.6158,103.5617,0.8000
140.6158,103.5617,1.8000
140.6158,103.5617,1.8000
136.2505,104.3261,1.8000
136.2505,104.3261,0.8000
136.7568,104.5907,0.8000
138.8219,105.4522,0.8000
141.9609,106.9001,0.8000
143.5871,108.3733,0.8000
143.7877,109.5220,0.8000
143.4142,110.7384,0.8000
144.6603,113.3618,0.8000
144.6603,113.3618,0.8000
144.6603,113.3618,1.8000
144.6603,113.3618,1.8000
144.5672,113.4128,1.8000
144.5672,113.4128,0.8000
143.2696,111.6493,0.8000
143.1561,110.2785,0.8000
143.1277,109.5566,0.8000
142.9152,108.7046,0.8000
141.5226,107.3716,0.8000
140.4290,106.7899,0.8000
137.5672,105.4501,0.8000
134.8302,103.4063,0.8000
134.8302,103.4063,0.8000
134.8302,103.4063,1.8000
134.8302,103.4063,1.8000
128.9463,107.1616,1.8000
128.9463,107.1616,0.8000
127.6917,107.5333,0.8000
126.7987,107.7259,0.8000
125.0985,108.0378,0.8000
123.8696,108.3092,0.8000
122.6816,108.6893,0.8000
121.6487,109.1592,0.8000
120.5887,109.8328,0.8000
119.6218,110.6959,0.8000
119.6218,110.6959,0.8000
119.6218,110.6959,1.8000
119.6218,110.6959,1.8000
116.5634,109.3550,1.8000
116.5634,109.3550,0.8000
118.0781,108.7686,0.8000
121.8269,106.7405,0.8000
123.1878,106.1583,0.8000
126.6541,105.8801,0.8000
127.6501,106.2623,0.8000
129.0546,107.2708,0.8000
129.0546,107.2708,0.8000
129.0546,107.2708,1.8000
129.0546,107.2708,1.8000
113.0746,109.3246,1.8000
113.0746,109.3246,0.8000
110.5726,107.7065,0.8000
106.9934,106.7195,0.8000
102.7509,106.9710,0.8000
100.4257,107.5574,0.8000
99.2503,107.5448,0.8000
97.9474,106.7106,0.8000
97.9474,106.7106,0.8000
97.9474,106.7106,1.8000
97.9474,106.7106,1.8000
97.2076,105.5798,1.8000
97.2076,105.5798,0.8000
98.8708,107.5328,0.8000
