62.9036,160.6295,1.0
62.9036,160.6295,1.0
62.9036,160.6295,0.0
63.5390,162.8051,0.0
64.1718,164.2615,0.0
64.7628,165.3640,0.0
65.4360,166.4439,0.0
66.6112,168.0504,0.0
67.9483,169.6039,0.0
69.9963,171.6351,0.0
75.2723,175.7973,0.0
78.5684,177.9451,0.0
81.6559,179.7590,0.0
83.9342,181.0053,0.0
83.9342,181.0053,0.0
83.9342,181.0053,1.0
83.9342,181.0053,1.0
83.9837,180.9544,1.0
83.9837,180.9544,0.0
82.3456,179.8897,0.0
81.6968,179.4755,0.0
79.2541,177.9236,0.0
76.0247,175.8136,0.0
69.2716,170.6035,0.0
65.2960,165.9940,0.0
64.6386,164.8736,0.0
64.0890,163.7223,0.0
64.0890,163.7223,0.0
64.0890,163.7223,1.0
64.0890,163.7223,1.0
65.3432,161.1965,1.0
65.3432,161.1965,0.0
65.9969,163.2109,0.0
66.6197,164.3324,0.0
67.3794,165.4222,0.0
71.7024,170.0864,0.0
72.2152,170.6119,0.0
73.2032,171.6892,0.0
73.2032,171.6892,0.0
73.2032,171.6892,1.0
73.2032,171.6892,1.0
73.0884,171.5821,1.0
73.0884,171.5821,0.0
72.2740,170.6854,0.0
71.7908,170.2061,0.0
69.4775,167.9685,0.0
67.1543,165.3624,0.0
66.4178,164.2526,0.0
65.9066,163.1516,0.0
65.7413,161.3167,0.0
66.1696,160.3303,0.0
67.0593,159.4189,0.0
67.0593,159.4189,0.0
67.0593,159.4189,1.0
67.0593,159.4189,1.0
69.3033,157.4827,1.0
69.3033,157.4827,0.0
67.2613,157.4737,0.0
65.5068,158.2340,0.0
63.9555,158.9852,0.0
62.5561,159.3296,0.0
60.1044,159.7449,0.0
58.2637,160.3954,0.0
55.9213,161.4223,0.0
54.0647,162.0271,0.0
52.2822,162.5820,0.0
49.5260,163.8042,0.0
48.1271,164.2615,0.0
46.1343,164.7098,0.0
42.3266,165.4952,0.0
39.5704,166.4187,0.0
28.3275,170.9788,0.0
26.4300,171.3275,0.0
24.5349,171.7989,0.0
22.9660,172.5145,0.0
21.1581,173.3141,0.0
21.1581,173.3141,0.0
21.1581,173.3141,1.0
21.1581,173.3141,1.0
56.7525,161.6879,1.0
56.7525,161.6879,0.0
58.7141,160.0725,0.0
60.1637,159.7937,0.0
63.2698,159.4120,0.0
64.5659,158.9028,0.0
66.0977,158.1862,0.0
67.4500,157.7767,0.0
69.2696,157.3766,0.0
71.0912,156.8133,0.0
72.5050,155.9654,0.0
73.0594,155.4719,0.0
74.2526,153.7195,0.0
74.7252,148.2091,0.0
73.8487,142.6987,0.0
73.2719,138.5449,0.0
72.6502,136.5210,0.0
71.8384,135.0048,0.0
67.5226,129.6036,0.0
65.7828,127.1004,0.0
64.7475,124.4140,0.0
64.7475,124.4140,0.0
64.7475,124.4140,1.0
64.7475,124.4140,1.0
64.0977,122.7240,1.0
64.0977,122.7240,0.0
63.2282,121.4430,0.0
62.6978,119.2795,0.0
62.1783,114.6847,0.0
61.4324,112.7081,0.0
60.6489,111.8822,0.0
59.2562,111.2538,0.0
54.9070,110.5393,0.0
53.3863,110.1786,0.0
50.8101,108.2455,0.0
50.2910,107.0853,0.0
49.9701,103.4418,0.0
47.7188,99.7096,0.0
46.7755,97.6810,0.0
46.1649,95.5448,0.0
46.2423,87.6740,0.0
47.4692,82.9552,0.0
47.5381,80.8426,0.0
46.8811,76.6558,0.0
47.5063,75.0724,0.0
47.5063,75.0724,0.0
47.5063,75.0724,1.0
47.5063,75.0724,1.0
49.4548,73.4921,1.0
49.4548,73.4921,0.0
52.3274,74.1689,0.0
53.4382,73.7378,0.0
53.8877,73.0076,0.0
53.3367,72.2479,0.0
51.9072,71.1239,0.0
50.5707,68.8564,0.0
50.2261,64.5682,0.0
50.1335,56.6758,0.0
50.9725,52.5541,0.0
51.7917,49.3064,0.0
52.4392,45.6789,0.0
53.3473,40.4279,0.0
54.2647,37.3361,0.0
55.2812,35.1042,0.0
57.3621,32.0087,0.0
58.7968,30.4489,0.0
62.1904,27.3863,0.0
65.7989,24.0489,0.0
67.4131,22.0958,0.0
67.4131,22.0958,0.0
67.4131,22.0958,1.0
67.4131,22.0958,1.0
73.3016,17.3761,1.0
73.3016,17.3761,0.0
75.7871,16.1358,0.0
79.3208,13.8024,0.0
81.2163,12.6319,0.0
84.9149,10.8021,0.0
87.2718,9.5635,0.0
94.3820,6.3833,0.0
96.9943,5.7249,0.0
102.9811,5.1919,0.0
116.1217,5.3945,0.0
118.7934,5.8083,0.0
123.5150,6.9305,0.0
126.0402,7.5251,0.0
128.6419,8.0659,0.0
131.3519,8.8890,0.0
138.6251,11.7660,0.0
140.5384,12.3763,0.0
146.5867,14.1317,0.0
150.4186,15.7450,0.0
153.7972,18.3809,0.0
153.7972,18.3809,0.0
153.7972,18.3809,1.0
153.7972,18.3809,1.0
155.1165,20.9934,1.0
155.1165,20.9934,0.0
157.6450,23.1233,0.0
158.5148,24.6800,0.0
159.6824,26.2286,0.0
161.0532,27.1170,0.0
161.7528,27.4974,0.0
163.5638,28.9089,0.0
164.1387,29.9478,0.0
164.8297,31.8650,0.0
167.2750,35.3249,0.0
170.3737,39.3000,0.0
171.0568,40.9094,0.0
171.4878,42.5897,0.0
172.3735,47.7629,0.0
172.8923,49.3552,0.0
173.7061,50.8330,0.0
174.5832,52.1036,0.0
175.0954,55.5928,0.0
176.1573,58.2923,0.0
176.2220,66.1495,0.0
176.2220,66.1495,0.0
176.2220,66.1495,1.0
176.2220,66.1495,1.0
175.3871,69.2759,1.0
175.3871,69.2759,0.0
175.2782,71.5013,0.0
174.2096,73.9463,0.0
173.4711,75.0267,0.0
172.6501,76.0793,0.0
170.4404,78.8329,0.0
169.7289,79.9008,0.0
168.8471,84.8347,0.0
169.6675,86.7515,0.0
169.6675,86.7515,0.0
169.6675,86.7515,1.0
169.6675,86.7515,1.0
169.6088,88.1953,1.0
169.6088,88.1953,0.0
170.3209,91.8892,0.0
169.4352,98.1298,0.0
168.6392,101.3980,0.0
167.8175,105.9613,0.0
167.4083,108.7301,0.0
166.8183,112.3526,0.0
165.0851,119.6932,0.0
164.3671,121.8053,0.0
163.5368,123.8759,0.0
162.3613,126.5282,0.0
161.1271,129.1952,0.0
158.5030,133.8456,0.0
157.7182,134.9161,0.0
156.8675,135.9446,0.0
153.9140,139.1843,0.0
147.7047,146.9223,0.0
146.1629,148.6291,0.0
145.6534,149.1362,0.0
144.5499,150.1180,0.0
144.5499,150.1180,0.0
144.5499,150.1180,1.0
144.5499,150.1180,1.0
143.2886,150.7328,1.0
143.2886,150.7328,0.0
145.6825,149.4707,0.0
147.9595,147.6384,0.0
153.1768,141.2308,0.0
156.3705,137.0229,0.0
157.5823,135.3607,0.0
160.4915,130.7875,0.0
161.8650,128.1641,0.0
163.0332,125.4939,0.0
163.6285,123.8611,0.0
164.2661,121.7596,0.0
164.8099,119.6438,0.0
165.9273,115.0459,0.0
167.2295,110.2626,0.0
167.5667,108.6813,0.0
167.8855,105.9844,0.0
168.5152,101.3791,0.0
169.5375,98.1535,0.0
170.2846,91.8761,0.0
170.2846,91.8761,0.0
170.2846,91.8761,1.0
170.2846,91.8761,1.0
172.9081,91.8524,1.0
172.9081,91.8524,0.0
172.7431,96.8945,0.0
174.0427,97.3376,0.0
175.9124,97.0216,0.0
175.9560,94.3677,0.0
175.2788,92.6494,0.0
174.1588,89.8018,0.0
174.1588,89.8018,0.0
174.1588,89.8018,1.0
174.1588,89.8018,1.0
167.6347,90.8261,1.0
167.6347,90.8261,0.0
167.6552,86.6234,0.0
167.0288,84.5156,0.0
166.1801,82.4465,0.0
164.6139,78.7138,0.0
163.8985,76.1906,0.0
163.4516,73.4239,0.0
162.7798,69.8696,0.0
158.9808,64.0889,0.0
158.6138,62.4167,0.0
158.4739,58.7375,0.0
157.2417,54.8352,0.0
156.0887,52.8544,0.0
154.5271,50.3618,0.0
153.7622,47.8276,0.0
154.3087,43.5527,0.0
153.8645,42.0299,0.0
152.4574,40.9354,0.0
152.4574,40.9354,0.0
152.4574,40.9354,1.0
152.4574,40.9354,1.0
154.2783,41.9608,1.0
154.2783,41.9608,0.0
154.2367,42.5603,0.0
154.0671,43.5980,0.0
153.7826,47.7747,0.0
154.5284,49.8565,0.0
156.0458,52.3875,0.0
157.3143,54.7670,0.0
158.4079,58.7727,0.0
158.5795,62.4330,0.0
159.0739,64.0248,0.0
159.8104,65.0942,0.0
161.6472,67.2394,0.0
162.6709,69.3546,0.0
163.4800,73.4071,0.0
164.0588,76.1806,0.0
164.3981,78.7395,0.0
164.3981,78.7395,0.0
164.3981,78.7395,1.0
164.3981,78.7395,1.0
157.1275,75.0661,1.0
157.1275,75.0661,0.0
156.1831,74.2844,0.0
154.7858,73.1236,0.0
152.3689,71.3848,0.0
150.3962,70.3637,0.0
149.0287,69.8691,0.0
146.5563,69.4145,0.0
142.8563,69.6607,0.0
140.5034,70.0886,0.0
137.1473,70.6240,0.0
128.0149,70.9790,0.0
125.4832,71.4919,0.0
122.0690,73.4255,0.0
122.0690,73.4255,0.0
122.0690,73.4255,1.0
122.0690,73.4255,1.0
122.0360,73.3787,1.0
122.0360,73.3787,0.0
122.8722,72.5335,0.0
124.1420,71.8043,0.0
125.8125,71.3186,0.0
127.5173,71.1008,0.0
